Step,AgentID,ticketsCount,campaign_impact_factor,hasWonImpactFactor,prize_wins,new_order_count
55,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",55
55,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",55
55,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
55,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",55
55,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",55
55,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",51
55,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",26
55,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
56,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",56
56,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",56
56,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",56
56,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",56
56,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
56,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",56
56,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",56
56,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",52
56,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",27
56,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
57,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",57
57,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",57
57,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",57
57,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",57
57,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
57,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",57
57,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",57
57,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",53
57,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",28
57,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
58,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",58
58,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",58
58,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",58
58,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",58
58,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
58,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",58
58,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",58
58,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",54
58,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",29
58,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",11
59,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",59
59,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",59
59,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",59
59,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",59
59,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
59,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",59
59,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",59
59,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",55
59,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",30
59,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",12
60,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",60
60,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",60
60,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",60
60,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",60
60,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
60,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",60
60,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",60
60,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",56
60,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",31
60,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",13
61,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",61
61,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",61
61,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",61
61,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",61
61,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
61,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",61
61,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",61
61,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",57
61,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",32
61,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",14
62,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",62
62,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",62
62,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",62
62,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",62
62,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
62,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",62
62,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",62
62,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",58
62,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",33
62,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",15
63,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",63
63,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",63
63,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",63
63,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",63
63,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
63,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",63
63,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",63
63,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",59
63,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",34
63,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",16
64,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",64
64,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",64
64,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",64
64,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",64
64,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
64,6,,3.0,3.8,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",64
64,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",64
64,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",60
64,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",35
64,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",16
65,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",65
65,2,,3.0,3.9000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",65
65,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",65
65,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",65
65,5,,2.0,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
65,6,,3.0,3.8,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",65
65,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",65
65,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",61
65,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",36
65,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",16
66,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",66
66,2,,3.0,4.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",66
66,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",66
66,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",66
66,5,,2.1,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
66,6,,3.0,3.8,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",66
66,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",66
66,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",62
66,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",37
66,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",16
67,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",67
67,2,,3.0,4.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",67
67,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",67
67,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",67
67,5,,2.2,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
67,6,,3.0,4.5,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",67
67,7,,3.0,5.9,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",67
67,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",63
67,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",38
67,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",16
68,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",68
68,2,,3.0,4.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",68
68,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",68
68,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",68
68,5,,2.3000000000000003,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
68,6,,3.0,4.5,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",68
68,7,,3.0,6.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",68
68,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",64
68,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",39
68,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",16
69,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",69
69,2,,3.0,4.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",69
69,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",69
69,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",69
69,5,,2.4000000000000004,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
69,6,,3.0,4.5,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",69
69,7,,3.0,6.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",69
69,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",65
69,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",40
69,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",17
70,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",70
70,2,,3.0,4.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",70
70,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",70
70,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",70
70,5,,2.5000000000000004,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
70,6,,3.0,4.5,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",70
70,7,,3.0,6.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",70
70,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",66
70,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",41
70,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",17
71,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",71
71,2,,3.0,5.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",71
71,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",71
71,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",71
71,5,,2.6000000000000005,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
71,6,,3.0,4.5,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",71
71,7,,3.0,6.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",71
71,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",67
71,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",42
71,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",17
72,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",72
72,2,,3.0,5.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",72
72,3,,3.0,4.8999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",72
72,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",72
72,5,,2.7000000000000006,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",1
72,6,,3.0,4.5,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",72
72,7,,3.0,6.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",72
72,8,,3.0,2.9000000000000004,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",68
72,9,,3.0,3.2,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",43
72,10,,3.0,4.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",18
73,1,,3.0,3.3,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",73
73,2,,3.0,5.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",73
73,3,,3.0,5.499999999999999,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",73
